HOSTID,HOSTNAME,DOMAINNAME,FQDN,FQDNDYNAMIC,DESCRIPTION,HOSTTYPE,MANAGEDBY,CPU,MEM,SCOMOS,VIRTUALOS,MANUALOS,VERSION,ARCH,DTAP,CONTRACT,CUSTOMER,STATE,CIMAPPING,HWHOST,HWSERIAL,LOCATION,PATCHINGTOOL,BACKUPTOOL,MONITORINGTOOL,ANTIVIRUSTOOL,INSCCM,HIROAUTOMATIONENABLED,CREATIONDATE
"33622","SSCSBEAP4023","atlascopco.group","SSCSBEAP4023.atlascopco.group","SSCSBEAP4023.atlascopco.group","PROD FE3 on DPC","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","aacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:12:56"
"33623","SSCSBEAP4024","atlascopco.group","SSCSBEAP4024.atlascopco.group","SSCSBEAP4024.atlascopco.group","PROD FE4 on DPC","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","aacoemecmgt004.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:13:14"
"33624","SSCSBEAP4025","atlascopco.group","SSCSBEAP4025.atlascopco.group","SSCSBEAP4025.atlascopco.group","PROD APP1 on DPC","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","eacoemeccmp008.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:18:16"
"33625","SSCSBEAP4026","atlascopco.group","SSCSBEAP4026.atlascopco.group","SSCSBEAP4026.atlascopco.group","PROD APP2 on DPC","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","eacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:18:40"
"33626","SSCSBEAP4027","atlascopco.group","SSCSBEAP4027.atlascopco.group","SSCSBEAP4027.atlascopco.group","PROD APP3 on DPC","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:18:52"
"33627","SSCSBEAP4028","atlascopco.group","SSCSBEAP4028.atlascopco.group","SSCSBEAP4028.atlascopco.group","PROD APP4 on DPC","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","eacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:23:08"
"34437","SSCSBEAP4030","WORKGROUP","SSCSBEAP4030.WORKGROUP","","Tibco LogLogic EVA","Vmachine with HW Failover","AHS","8","32768","","Red Hat Enterprise Linux 6 (64-bit)","Appliance","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","atobeph415.atos.vi.lan","S18-01548","Atos - DC Mechelen","Patching Exception: Appliance","Avamar","Monitoring Exception: Appliance","Antivirus Exception: Appliance","","False","21/09/2020 13:17:49"
"33628","SSCSBEAP4031","atlascopco.group","SSCSBEAP4031.atlascopco.group","SSCSBEAP4031.atlascopco.group","Office Web Apps Server1 on DPC","Vmachine with HW Failover","AHS","2","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","26/03/2020 11:25:31"
"33629","SSCSBEAP4032","atlascopco.group","SSCSBEAP4032.atlascopco.group","SSCSBEAP4032.atlascopco.group","Office Web Apps Server2 on DPC","Vmachine with HW Failover","AHS","2","16384","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas SharePoint","Atlas Copco","Up","1","aacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","McAfee","True","True","26/03/2020 11:33:26"
"31059","SSCSBEAR0001","atlascopco.group","SSCSBEAR0001.atlascopco.group","SSCSBEAR0001.atlascopco.group","OneIdentity Active Roles server","Vmachine with HW Failover","AHS","8","24576","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","01/10/2018 10:01:45"
"31710","SSCSBEAR0002","atlascopco.group","SSCSBEAR0002.atlascopco.group","SSCSBEAR0002.atlascopco.group","OneIdentity Active Roles server","Vmachine with HW Failover","AHS","8","24576","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp512.acomgt.local","FCH21487JP5","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","18/01/2019 12:07:05"
"33453","SSCSBEAR0003","atlascopco.group","SSCSBEAR0003.atlascopco.group","SSCSBEAR0003.atlascopco.group","OneIdentity Active Roles server","Vmachine with HW Failover","AHS","8","24576","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp505.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","17/02/2020 17:04:51"
"33808","SSCSBEAS0017","acdmzprd.local","SSCSBEAS0017.acdmzprd.local","SSCSBEAS0017.ACDMZPRD.local","Greenfield replacement for ACPSBENO0011","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp003.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","07/05/2020 10:45:31"
"34100","SSCSBEAS1001","acdmzstg.local","SSCSBEAS1001.acdmzstg.local","SSCSBEAS1001.acdmzstg.local","Clobba Web + Application server","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","S","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt003.acomgt.local","FCH20427LD6","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","13/07/2020 13:04:43"
"31704","SSCSBEAS4001","emea.group.atlascopco.com","SSCSBEAS4001.emea.group.atlascopco.com","SSCSBEAS4001.emea.group.atlascopco.com","SAP Cloud Connector Server","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp505.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","15/01/2019 11:05:48"
"31974","SSCSBEAS4002","atlascopco.group","SSCSBEAS4002.atlascopco.group","","Atlassian Jira","Vmachine with HW Failover","AHS","4","8192","","","Red Hat Enterprise Linux Server release 7","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","Linux","Networker","SCOM","Antivirus Exception: Linux device","","False","21/03/2019 16:22:44"
"31975","SSCSBEAS4003","atlascopco.group","SSCSBEAS4003.atlascopco.group","","Atlassian Confluence","Vmachine with HW Failover","AHS","4","8192","","","Red Hat Enterprise Linux Server release 7","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","Linux","Networker","SCOM","Antivirus Exception: Linux device","","False","21/03/2019 16:22:44"
"31976","SSCSBEAS4004","atlascopco.group","SSCSBEAS4004.atlascopco.group","","Atlassian Crowd","Vmachine with HW Failover","AHS","4","8192","","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","Linux","Networker","SCOM","Antivirus Exception: Linux device","","False","21/03/2019 16:22:44"
"34143","SSCSBEAS4005","","SSCSBEAS4005","SSCSBEAS4005","AudioCode application server","Vmachine with HW Failover","AHS","4","16384","","CentOS 4/5/6/7 (64-bit)","Appliance","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp001.acomgt.local","V62CK5216002","Atos - DC Mechelen","Patching Exception: customer managed","Avamar","Monitoring Exception: Appliance","Antivirus Exception: Customer mgmt","","False","28/07/2020 11:02:51"
"34254","SSCSBEAS4006","atlascopco.group","SSCSBEAS4006.atlascopco.group","SSCSBEAS4006.atlascopco.group","Azure Migrate","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoehuicmp511.acomgt.local","FCH21487JQZ","Atos - DC Huizingen","SCCM","Azure Backup","SCOM","MS Defender – ATP – Atos Managed","True","True","21/08/2020 17:37:15"
"34337","SSCSBEAS4007","atlascopco.group","SSCSBEAS4007.atlascopco.group","","Jira application server staging","Azure VM","AHS","4","16384","Red Hat Distribution","","Red Hat Enterprise Linux release 8",".2","x64","S","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","BBSA","Azure Backup","SCOM","MS Defender – ATP – Atlas Copco Managed","","True","07/09/2020 07:27:53"
"34455","SSCSBEAS4008","atlascopco.group","SSCSBEAS4008.atlascopco.group","","Confluence application server staging","Azure VM","AHS","2","8192","Red Hat Enterprise Linux Server release 7.9 (Maipo)","","Red Hat Enterprise Linux Server release 7",".9","x64","S","Atlas DCCOP EMEA","Atlas Copco","Down","1","","","Microsoft - Azure Cloud","Linux","Azure Backup","SCOM","Antivirus Exception: Exception","","True","24/09/2020 11:15:54"
"34456","SSCSBEAS4009","atlascopco.group","SSCSBEAS4009.atlascopco.group","","Confluence application server production","Azure VM","AHS","4","16384","Red Hat Enterprise Linux Server release 7.9 (Maipo)","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Linux","Azure Backup","SCOM","Antivirus Exception: Exception","","True","24/09/2020 11:15:54"
"34457","SSCSBEAS4010","atlascopco.group","SSCSBEAS4010.atlascopco.group","","Crowd application server production","Azure VM","AHS","4","16384","Red Hat Enterprise Linux Server release 7.9 (Maipo)","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","BBSA","Azure Backup","SCOM","Antivirus Exception: Exception","","True","24/09/2020 11:39:52"
"34338","SSCSBEAS4011","atlascopco.group","SSCSBEAS4011.atlascopco.group","","Jump server for data move - Brain square VPN","Azure VM","AHS","4","16384","","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Microsoft - Azure Cloud","Linux","Azure Backup","SCOM","Antivirus Exception: Exception","","True","07/09/2020 07:27:54"
"34454","SSCSBEAS4012","","SSCSBEAS4012","","Jira application server production","Azure VM","AHS","8","32768","Red Hat Enterprise Linux Server release 7.9 (Maipo)","","Red Hat Enterprise Linux Server release 7",".9","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","Linux","Azure Backup","SCOM","Antivirus Exception: Exception","","True","24/09/2020 11:15:53"
"34672","SSCSBEAS4013","atlascopco.group","SSCSBEAS4013.atlascopco.group","","AD/AAD consultant station","Azure VM","AHS","2","8192","Microsoft Windows 10 Enterprise for Virtual Desktops","","Windows 10","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Backup exception: Exception","SCOM","MS Defender – ATP – Atos Managed","True","False","23/10/2020 17:11:09"
"34638","SSCSBEAS4014","atlascopco.group","SSCSBEAS4014.atlascopco.group","SSCSBEAS4014.atlascopco.group","Azure Migrate VM 2","Vmachine with HW Failover","AHS","8","32768","","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Up","3","eacoemeccmp004.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Backup exception: Exception","Monitoring Exception: Exception","MS Defender – ATP – Atos Managed","True","False","19/10/2020 11:53:07"
"34659","SSCSBEAS4015","atlascopco.group","SSCSBEAS4015.atlascopco.group","SSCSBEAS4015.atlascopco.group","Internal MFT server","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoemeccmp001.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","21/10/2020 15:15:52"
"34671","SSCSBEAS4016","WORKGROUP","SSCSBEAS4016.WORKGROUP","SSCSBEAS4016.ACDMZPRD.local","External MFT server","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoemeccmp009.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","23/10/2020 15:23:07"
"34744","SSCSBEAS4017","atlascopco.group","SSCSBEAS4017.atlascopco.group","SSCSBEAS4017.atlascopco.group","AudioCode application server","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2016 Standard","Microsoft Windows Server 2016 (64-bit)","Windows 2016 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp006.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","12/11/2020 11:29:00"
"34777","SSCSBEAS4018","acdmzstg.local","SSCSBEAS4018.acdmzstg.local","SSCSBEAS4018.acdmzstg.local","DMZ Server DEV SIT ","Basic Vmachine","AHS","4","8192","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp005.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","25/11/2020 13:50:46"
"34765","SSCSBEAS4019","atlascopco.group","SSCSBEAS4019.atlascopco.group","SSCSBEAS4019.atlascopco.group","Internal Server DEV SIT","Basic Vmachine","AHS","4","16384","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp004.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","20/11/2020 12:25:43"
"34766","SSCSBEAS4020","atlascopco.group","SSCSBEAS4020.atlascopco.group","SSCSBEAS4020.atlascopco.group","Internal Server UAT","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","D","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp007.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","20/11/2020 12:27:23"
"34776","SSCSBEAS4021","ACDMZPRD.local","SSCSBEAS4021.ACDMZPRD.local","SSCSBEAS4021.ACDMZPRD.local","DMZ Production","Vmachine with HW Failover","AHS","4","8192","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemecmgt001.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","25/11/2020 13:50:24"
"34767","SSCSBEAS4022","atlascopco.group","SSCSBEAS4022.atlascopco.group","SSCSBEAS4022.atlascopco.group","Internal Server Production","Vmachine with HW Failover","AHS","8","32768","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp004.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","20/11/2020 12:41:19"
"34811","SSCSBEAS4023","atlascopco.group","SSCSBEAS4023.atlascopco.group","","Migration software ","Azure VM","AHS","2","8192","Microsoft Windows Server 2019 Datacenter","","Windows 2019 Datacenter","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Azure Backup","SCOM","MS Defender – ATP – Atos Managed","True","True","04/12/2020 12:10:38"
"34898","SSCSBEAS4024","atlascopco.group","SSCSBEAS4024.atlascopco.group","","ERP Archive Server","Azure VM","AHS","4","16384","","","Windows 2019 Datacenter","SP0","x64","P","Atlas Servers with limited services EMEA","Atlas Copco","Up","1","","","Microsoft - Azure Cloud","SCCM","Backup exception: CHG000957713","Monitoring Exception: CHG000957713","MS Defender – ATP – Atlas Copco Managed","True","False","09/12/2020 15:54:31"
"34908","SSCSBEAS4025","atlascopco.group","SSCSBEAS4025.atlascopco.group","SSCSBEAS4025.atlascopco.group","PoC - CyberX _ Azure Defender for IoT","Vmachine with HW Failover","AHS","4","16384","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","T","Atlas DCCOP EMEA","Atlas Copco","Up","5","eacoemeccmp007.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","11/12/2020 15:54:02"
"35003","SSCSBEAS4030","atlascopco.group","SSCSBEAS4030.atlascopco.group","SSCSBEAS4030.atlascopco.group","Scala PoC Windows2019","Vmachine with HW Failover","AHS","2","4096","","Windows Server 2019, 64-bit  (Build 17763.379)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Transition","5","eacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","20/01/2021 16:34:29"
"35004","SSCSBEAS4031","atlascopco.group","SSCSBEAS4031.atlascopco.group","SSCSBEAS4031.atlascopco.group","Scala Archive PoC Windows2019","Vmachine with HW Failover","AHS","2","4096","","Windows Server 2019, 64-bit  (Build 17763.379)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Transition","5","eacoemeccmp005.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","Avamar","SCOM","MS Defender – ATP – Atos Managed","True","True","20/01/2021 16:41:26"
"23789","SSCSBEASCH0001","group.atlascopco.com","SSCSBEASCH0001.group.atlascopco.com","sscsbeasch0001.group.atlascopco.com","Application Server for GAD health check","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","3","airsbevm0073.emea.group.atlascopco.com","J3137E3","Atlas Copco - Wilrijk","SCCM","CommVault","SCOM","McAfee","True","True","13/10/2017 08:40:49"
"23790","SSCSBEASCH0002","emea.group.atlascopco.com","SSCSBEASCH0002.emea.group.atlascopco.com","sscsbeasch0002.emea.group.atlascopco.com","Wynne API TomCat Server - STG","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","S","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoehuicmp506.acomgt.local","V62CK5216001","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:50"
"23791","SSCSBEASCH0003","emea.group.atlascopco.com","SSCSBEASCH0003.emea.group.atlascopco.com","sscsbeasch0003.emea.group.atlascopco.com","Phalanx Application Server - STG","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","S","Atlas DCCOP EMEA","Atlas Copco","Up","3","eacoehuicmp513.acomgt.local","FCH21507M84","Atos - DC Huizingen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:50"
"23792","SSCSBEASCH0004","emea.group.atlascopco.com","SSCSBEASCH0004.emea.group.atlascopco.com","sscsbeasch0004.emea.group.atlascopco.com","Wynne API TomCat Server - PRD","Vmachine with HW Failover","AHS","2","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp005.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:51"
"23793","SSCSBEASCH0005","emea.group.atlascopco.com","SSCSBEASCH0005.emea.group.atlascopco.com","sscsbeasch0005.emea.group.atlascopco.com","Phalanx Application Server - PRD","Vmachine with HW Failover","AHS","3","8192","Microsoft Windows Server 2012 R2 Standard","Microsoft Windows Server 2012 (64-bit)","Windows 2012 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","aacoemecmgt003.acomgt.local","","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","13/10/2017 08:40:51"
"1488","SSCSBEASCVS1","","SSCSBEASCVS1","","Speed","Vmachine with HW Failover","AHS","","","","","Windows 2008 Standard","SP2","x64","P","Atlas Speed","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"33667","SSCSBEASNC0002","atlascopco.group","SSCSBEASNC0002.atlascopco.group","SSCSBEASNC0002.atlascopco.group","Replacement of AIRSBELN0011","Vmachine with HW Failover","AHS","16","32768","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","aacoemecmgt002.acomgt.local","","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","06/04/2020 13:00:39"
"33666","SSCSBEASNC0003","atlascopco.group","SSCSBEASNC0003.atlascopco.group","SSCSBEASNC0003.atlascopco.group","Replacement of SSCSBEASNC01","Vmachine with HW Failover","AHS","2","4096","Microsoft Windows Server 2019 Standard","Windows Server 2019, 64-bit  (Build 17763.1697)","Windows 2019 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Up","1","eacoemeccmp009.acomgt.local","V62CK5216002","Atos - DC Mechelen","SCCM","dataprotector","SCOM","MS Defender – ATP – Atos Managed","True","True","06/04/2020 13:00:28"
"23794","SSCSBEASNC01","emea.group.atlascopco.com","SSCSBEASNC01.emea.group.atlascopco.com","","WFC - WCF Ops Monitoring","Vmachine with HW Failover","AHS","1","2048","","","Windows 2008 R2 Standard","SP0","x64","P","Atlas DCCOP EMEA","Atlas Copco","Disposed","1","","","Atos - DC Mechelen","SCCM","dataprotector","SCOM","McAfee","True","True","13/10/2017 08:40:52"
"1394","SSCSBEASPR01","","SSCSBEASPR01","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1395","SSCSBEASPR02","","SSCSBEASPR02","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1396","SSCSBEASPR03","emea.group.atlascopco.com","SSCSBEASPR03.emea.group.atlascopco.com","","Application Server GPS","Vmachine with HW Failover","AHS","4","8192","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","Atos - DC Huizingen","SCCM","Networker","SCOM","McAfee","True","False","01/12/2017 00:00:00"
"5987","SSCSBEASPR03_VM","","SSCSBEASPR03_VM","","Created by PlateSpin server 10.319.1359(ACPSNPS01) on 17/09/2013 at 9:33 by VMware user "root" via ESX 10.26.17.191","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"1397","SSCSBEASPR04","","SSCSBEASPR04","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"5986","SSCSBEASPR04_VM","","SSCSBEASPR04_VM","","Created by PlateSpin server 10.319.1359(ACPSNPS01) on 16/09/2013 at 16:35 by VMware user "root" via ESX 10.26.17.191","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","3","","","","","","","","","False","01/12/2017 00:00:00"
"1398","SSCSBEASPR05","","SSCSBEASPR05","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1399","SSCSBEASPR06","","SSCSBEASPR06","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
"1400","SSCSBEASPR07","","SSCSBEASPR07","","Application Server","Vmachine with HW Failover","AHS","","","","","Windows 2008 R2 Standard","SP1","x64","P","Atlas GPS","Atlas Copco","Disposed","1","","","","","","","","","False","01/12/2017 00:00:00"
